"","function","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","ArrByRest","DepByRest","depart","Response","Chordnotes"
"2440","2.T","I","16aaJk","3.75","0.25","5","-P4","D","cat_themes.krn","0","0","-m3",NA,NA
"2441","2.T","I","2ff#)","1","2","3","-m3","D","cat_themes.krn","0","0","+m3",NA,NA
"2445","2.T","I","(8.aaL","3","0.75","5","+m3","D","cat_themes.krn","0","0","-m3",NA,NA
"2447","2.T","I","16ff#Jk","3.75","0.25","3","-m3","D","cat_themes.krn","0","0","-M3",NA,NA
"2448","2D","C","4dd)","1","1","1","-M3","D","cat_themes.krn","0","0","P1",NA,NA
"2450","2D","C","4dd","2","1","1","P1","D","cat_themes.krn","0","0","+M2",NA,NA
"2452","4D","V7","(8.eeL","3","0.75","2","+M2","D","cat_themes.krn","0","0","-M2",NA,NA
"2454","4D","V7","32ddLL","3.75","0.125","1","-M2","D","cat_themes.krn","0","0","+M2",NA,NA
"2455","4D","V7","32eeJJJ","3.875","0.125","2","+M2","D","cat_themes.krn","0","0","+M2",NA,NA
"2456","2.T","I","4ff#","1","1","3","+M2","D","cat_themes.krn","0","0","-M3",NA,NA
"2457","2.T","I","4dd","2","1","1","-M3","D","cat_themes.krn","0","0","-P4",NA,NA
"2458","2.T","I","4a)","3","1","5","-P4","D","cat_themes.krn","0","0","[aa]",NA,NA
"2459","2.T","I","(2aa","1","2","5","[aa]","D","cat_themes.krn","0","0","+P4",NA,NA
"2463","2.T","I","16dddLL","3","0.25","1","+P4","D","cat_themes.krn","0","0","-m2",NA,NA
"2464","2.T","I","16ccc#","3.25","0.25","7","-m2","D","cat_themes.krn","0","0","+m2",NA,NA
"2465","2.T","I","16ddd","3.5","0.25","1","+m2","D","cat_themes.krn","0","0","-P4",NA,NA
"2466","2.T","I","16aaJJ","3.75","0.25","5","-P4","D","cat_themes.krn","0","0","-m3",NA,NA
"2467","2.T","I","2ff#","1","2","3","-m3","D","cat_themes.krn","0","0","+m3",NA,NA
"2471","2.T","I","16aaLL","3","0.25","5","+m3","D","cat_themes.krn","0","0","-m2",NA,NA
"2472","2.T","I","16gg#","3.25","0.25","4+","-m2","D","cat_themes.krn","0","0","+m2",NA,NA
"2473","2.T","I","16aa","3.5","0.25","5","+m2","D","cat_themes.krn","0","0","-m3",NA,NA
"2474","2.T","I","16ff#JJ)","3.75","0.25","3","-m3","D","cat_themes.krn","0","0","-M3",NA,NA
"2475","2D","C","4dd","1","1","1","-M3","D","cat_themes.krn","0","0","P1",NA,NA
"2477","2D","C","4dd","2","1","1","P1","D","cat_themes.krn","0","0","+M2",NA,NA
"2479","4D","V7","(16eeLL","3","0.25","2","+M2","D","cat_themes.krn","0","0","-M2",NA,NA
"2480","4D","V7","16dd","3.25","0.25","1","-M2","D","cat_themes.krn","0","0","+M2",NA,NA
"2481","4D","V7","16ee","3.5","0.25","2","+M2","D","cat_themes.krn","0","0","+M2",NA,NA
"2482","4D","V7","16ff#JJ)","3.75","0.25","3","+M2","D","cat_themes.krn","0","0","-M3",NA,NA
"2483","2.T","I","4dd","1","1","1","-M3","D","cat_themes.krn","0","1","[cc]",NA,NA
"2486","4D","V","4cc","3","1","5","[cc]","F","cat_themes.krn","1","0","-m2",NA,NA
"2487","2.D","V","(8bL","1","1","4+","-m2","F","cat_themes.krn","0","0","+m2",NA,NA
"2488","2.D","V","8ccJ","1.5","1","5","+m2","F","cat_themes.krn","0","0","+M2",NA,NA
"2489","2.D","V","8ddL)","2","0.5","6","+M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2490","2.D","V","8cc'J","2.5","0.5","5","-M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2491","2.D","V","8b-'L","3","0.5","4","-M2","F","cat_themes.krn","0","0","-m2",NA,NA
"2492","2.D","V","8a'J","3.5","0.5","3","-m2","F","cat_themes.krn","0","0","-M2",NA,NA
"2493","2D","V","8g'L","1","0.5","2","-M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2494","2D","V","8f'J","1.5","0.5","1","-M2","F","cat_themes.krn","0","0","-m2",NA,NA
"2495","2D","V","8e'L","2","0.5","7","-m2","F","cat_themes.krn","0","0","-M2",NA,NA
"2496","2D","V","8d'J","2.5","0.5","6","-M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2497","4D","V7","(8cL","3","0.5","5","-M2","F","cat_themes.krn","0","0","+M3",NA,NA
"2498","4D","V7","8eJ)","3.5","0.5","7","+M3","F","cat_themes.krn","0","0","+m2",NA,NA
"2499","4D","I","4f","1","1","1","+m2","F","cat_themes.krn","0","0","P1",NA,NA
"2501","4D","V","(8fL)","2","0.5","1","P1","F","cat_themes.krn","0","0","-m2",NA,NA
"2502","4D","V","8eJ","2.5","0.5","7","-m2","F","cat_themes.krn","0","0","+m2",NA,NA
"2503","4D","I","8fL","3","0.5","1","+m2","F","cat_themes.krn","0","0","+M3",NA,NA
"2504","4D","I","8aJ)","3.5","0.5","3","+M3","F","cat_themes.krn","0","0","P1",NA,NA
"2505","4D","I","4a","1","1","3","P1","F","cat_themes.krn","0","0","-M2",NA,NA
"2506","2D","V","4g","2","1","2","-M2","F","cat_themes.krn","0","0","+P4",NA,NA
"2507","2D","V","4cc","3","1","5","+P4","F","cat_themes.krn","0","0","-m2",NA,NA
"2508","2.D","V","(8bL","1","0.5","4+","-m2","F","cat_themes.krn","0","0","+m2",NA,NA
"2509","2.D","V","8ccJ","1.5","0.5","5","+m2","F","cat_themes.krn","0","0","+M2",NA,NA
"2510","2.D","V","8ddL)","2","0.5","6","+M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2511","2.D","V","8cc'J","2.5","0.5","5","-M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2512","2.D","V","8b-'L","3","0.5","4","-M2","F","cat_themes.krn","0","0","-m2",NA,NA
"2513","2.D","V","8a'J","3.5","0.5","3","-m2","F","cat_themes.krn","0","0","-M2",NA,NA
"2514","2D","V","8g'L","1","0.5","2","-M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2515","2D","V","8f'J","1.5","0.5","1","-M2","F","cat_themes.krn","0","0","-m2",NA,NA
"2516","2D","V","8e'L","2","0.5","7","-m2","F","cat_themes.krn","0","0","-M2",NA,NA
"2517","2D","V","8d'J","2.5","0.5","6","-M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2518","4D","V7","(8cL","3","0.5","5","-M2","F","cat_themes.krn","0","0","+M3",NA,NA
"2519","4D","V7","8eJ)","3.5","0.5","7","+M3","F","cat_themes.krn","0","0","+m2",NA,NA
"2520","4T","I","4f","1","1","1","+m2","F","cat_themes.krn","0","0","P1",NA,NA
"2521","4D","C","(8fL","2","0.5","1","P1","F","cat_themes.krn","0","0","+M3",NA,NA
"2522","4D","C","8aJ)","2.5","0.5","3","+M3","F","cat_themes.krn","0","0","-M7",NA,NA
"2523","4D","V7","4B-","3","1","4","-M7","F","cat_themes.krn","0","0","-m2",NA,NA
"2525","2T","I","4A","1","1","3","-m2","F","cat_themes.krn","0","1","[c]",NA,NA
"2527","4T","V","4c","3","1","5","[c]","F","cat_themes.krn","1","0","-m3",NA,NA
"2528","2.T","I","2A","1","2","3","-m3","F","cat_themes.krn","0","0","+P5",NA,NA
"2531","2.T","V","4e","1","1","7","+P5","F","cat_themes.krn","1","1","+m3",NA,NA
"2533","2.T","V","4g","3","1","2","+m3","F","cat_themes.krn","1","0","+M2",NA,NA
"2534","4T","I","(4a","1","1","3","+M2","F","cat_themes.krn","0","0","-M3",NA,NA
"2535","4T","vi","4f)","2","1","1","-M3","F","cat_themes.krn","0","0","+P4",NA,NA
"2536","4T","ii","4b-","3","1","4","+P4","F","cat_themes.krn","0","0","-m2",NA,NA
"2537","4T","C","4a","1","1","3","-m2","F","cat_themes.krn","0","0","-M2",NA,NA
"2538","2T","V","4g","2","1","2","-M2","F","cat_themes.krn","0","0","+P4",NA,NA
"2539","2T","V","4cc","3","1","5","+P4","F","cat_themes.krn","0","0","P1",NA,NA
"2540","4T","I","(4cc","1","1","5","P1","F","cat_themes.krn","0","0","-M2",NA,NA
"2541","4T","viio","4b-","2","1","4","-M2","F","cat_themes.krn","0","0","-m2",NA,NA
"2542","4T","I","4a)","3","1","3","-m2","F","cat_themes.krn","0","0","+P4",NA,NA
"2543","2P","IV","4dd","1","1","6","+P4","F","cat_themes.krn","0","0","-M3",NA,NA
"2544","2P","IV","4b-","2","1","4","-M3","F","cat_themes.krn","0","0","-m3",NA,NA
"2545","4P","ii","4g","3","1","2","-m3","F","cat_themes.krn","0","0","-M2",NA,NA
"2546","4D","C","(4f","1","1","1","-M2","F","cat_themes.krn","0","0","+M2",NA,NA
"2547","2D","V7","4g)","2","1","2","+M2","F","cat_themes.krn","0","0","-m3",NA,NA
"2548","2D","V7","4e'","3","1","7","-m3","F","cat_themes.krn","0","0","+m2",NA,NA
"2549","2T","I","4f'","1","1","1","+m2","F","cat_themes.krn","0","1","[e]",NA,NA
"2551","4D","V","4e","3","1","7","[e]","F","cat_themes.krn","1","0","-M3",NA,NA
"2552","2.D","V","(4c","1","1","5","-M3","F","cat_themes.krn","0","0","+M3",NA,NA
"2553","2.D","V","4e)","2","1","7","+M3","F","cat_themes.krn","0","0","P1",NA,NA
"2554","2.D","V","4e","3","1","7","P1","F","cat_themes.krn","0","0","P1",NA,NA
"2555","2.D","V","2e","1","2","7","P1","F","cat_themes.krn","0","0","P1",NA,NA
"2557","2.D","V","4e","3","1","7","P1","F","cat_themes.krn","0","0","-M3",NA,NA
"2558","2.D","V","(4c","1","1","5","-M3","F","cat_themes.krn","0","0","+M3",NA,NA
"2559","2.D","V","4e)","2","1","7","+M3","F","cat_themes.krn","0","0","P1",NA,NA
"2560","2.D","V","4e","3","1","7","P1","F","cat_themes.krn","0","0","P1",NA,NA
"2561","2.D","V","4e","1","1","7","P1","F","cat_themes.krn","0","1","+P8",NA,NA
"2563","2.D","V","4ee","3","1","7","+P8","F","cat_themes.krn","1","0","-M3",NA,NA
"2564","2.D","V","(4cc","1","1","5","-M3","F","cat_themes.krn","0","0","+M3",NA,NA
"2565","2.D","V","4ee)","2","1","7","+M3","F","cat_themes.krn","0","0","P1",NA,NA
"2566","2.D","V","4ee","3","1","7","P1","F","cat_themes.krn","0","0","P1",NA,NA
"2567","2.D","V","2ee","1","2","7","P1","F","cat_themes.krn","0","0","P1",NA,NA
"2569","2.D","V","4ee","3","1","7","P1","F","cat_themes.krn","0","0","-M3",NA,NA
"2570","2.D","V","(4cc","1","1","5","-M3","F","cat_themes.krn","0","0","+M3",NA,NA
"2571","2.D","V","4ee)","2","1","7","+M3","F","cat_themes.krn","0","0","P1",NA,NA
"2572","2.D","V","4ee","3","1","7","P1","F","cat_themes.krn","0","0","P1",NA,NA
"2573","2.D","V","4ee","1","1","7","P1","F","cat_themes.krn","0","1","-M10",NA,NA
"2575","2.D","V","4c","3","1","5","-M10","F","cat_themes.krn","1","0","P1",NA,NA
"2576","2.D","V","(4c","1","1","5","P1","F","cat_themes.krn","0","0","+M2",NA,NA
"2577","2.D","V","4d","2","1","6","+M2","F","cat_themes.krn","0","0","+M2",NA,NA
"2578","2.D","V","4e)","3","1","7","+M2","F","cat_themes.krn","0","0","+m2",NA,NA
"2580","2.D","I","(4f)","1","1","1","+m2","F","cat_themes.krn","0","0","-m2",NA,NA
"2581","2.D","I","4e","2","1","7","-m2","F","cat_themes.krn","0","0","+m2",NA,NA
"2582","2.D","I","4f)","3","1","1","+m2","F","cat_themes.krn","0","0","-m3",NA,NA
"2583","2.D","vi","(4d","1","1","6","-m3","F","cat_themes.krn","0","0","+M2",NA,NA
"2584","2.D","vi","4e","2","1","7","+M2","F","cat_themes.krn","0","0","+m2",NA,NA
"2585","2.D","vi","4f)","3","1","1","+m2","F","cat_themes.krn","0","0","+M2",NA,NA
"2587","2.D","ii","(4g)","1","1","2","+M2","F","cat_themes.krn","0","0","-m2",NA,NA
"2588","2.D","ii","4f#","2","1","1+","-m2","F","cat_themes.krn","0","0","+m2",NA,NA
"2589","2.D","ii","4g)","3","1","2","+m2","F","cat_themes.krn","0","0","-m3",NA,NA
"2590","2.D","viio","(4e","1","1","7","-m3","F","cat_themes.krn","0","0","+m2",NA,NA
"2591","2.D","viio","4f","2","1","1","+m2","F","cat_themes.krn","0","0","+M2",NA,NA
"2592","2.D","viio","4g)","3","1","2","+M2","F","cat_themes.krn","0","0","+M2",NA,NA
"2594","2.D","iii","(4a)","1","1","3","+M2","F","cat_themes.krn","0","0","-m2",NA,NA
"2595","2.D","iii","4g#","2","1","2+","-m2","F","cat_themes.krn","0","0","+m2",NA,NA
"2596","2.D","iii","4a)","3","1","3","+m2","F","cat_themes.krn","0","0","-M3",NA,NA
"2598","2.D","V7/V","2.f","1","3","1","-M3","F","cat_themes.krn","0","0","-m2",NA,NA
"2601","2.D","V","2e","1","2","7","-m2","F","cat_themes.krn","0","0","+m6",NA,NA
"2603","2.D","V","(8.ccL]","1","0.75","5","+m6","F","cat_themes.krn","0","0","A1",NA,NA
"2604","2.D","V","16cc#Jk","3.75","0.25","5+","A1","F","cat_themes.krn","0","0","-P4",NA,NA
"2617","2.T","I","4c)","2","2","5","-P4","F","cat_themes.krn","0","0","+P4",NA,NA
"2618","2.T","I","4f","3","2","1","+P4","F","cat_themes.krn","0","0","-m2",NA,NA
"2619","2.T","V","4e","1","1","7","-m2","F","cat_themes.krn","0","1","+P4",NA,NA
"2622","4T","I","(4a","1","1","3","+P4","F","cat_themes.krn","1","0","-M3",NA,NA
"2623","4T","vi","4f)","2","1","1","-M3","F","cat_themes.krn","0","0","+P4",NA,NA
"2624","4T","ii","4b-","3","1","4","+P4","F","cat_themes.krn","0","0","-m2",NA,NA
"2625","4T","C","4a","1","1","3","-m2","F","cat_themes.krn","0","0","-M2",NA,NA
"2626","2T","V","4g","2","1","2","-M2","F","cat_themes.krn","0","0","+P4",NA,NA
"2627","2T","V","4cc","3","1","5","+P4","F","cat_themes.krn","0","0","P1",NA,NA
"2628","4T","I","(4cc","1","1","5","P1","F","cat_themes.krn","0","0","-M2",NA,NA
"2629","4T","viio","4b-","2","1","4","-M2","F","cat_themes.krn","0","0","-m2",NA,NA
"2630","4T","I","4a)","3","1","3","-m2","F","cat_themes.krn","0","0","+P4",NA,NA
"2631","2T","IV","4dd","1","1","6","+P4","F","cat_themes.krn","0","0","-M3",NA,NA
"2632","2T","IV","4b-","2","1","4","-M3","F","cat_themes.krn","0","0","-m3",NA,NA
"2633","4T","ii","4g","3","1","2","-m3","F","cat_themes.krn","0","0","-M2",NA,NA
"2634","4T","C","(4f","1","1","1","-M2","F","cat_themes.krn","0","0","+M2",NA,NA
"2635","2T","V","4g","2","1","2","+M2","F","cat_themes.krn","0","0","-m3",NA,NA
"2636","2T","V","4e","3","1","7","-m3","F","cat_themes.krn","0","0","+m3",NA,NA
"2637","2T","I","4g","1","1","2","+m3","F","cat_themes.krn","0","0","-M2",NA,NA
"2638","2T","I","4f","2","1","1","-M2","F","cat_themes.krn","0","0","+M3",NA,NA
"2639","4T","V","4a","3","1","3","+M3","F","cat_themes.krn","0","0","P1",NA,NA
"2640","2.T","I","4a","1","1","3","P1","F","cat_themes.krn","0","0","-M2",NA,NA
"2641","2.T","I","4g","2","1","2","-M2","F","cat_themes.krn","0","0","-M2",NA,NA
"2642","2.T","I","4f","3","1","1","-M2","F","cat_themes.krn","0","0","P1",NA,NA
"2643","2P","IV","4f","1","1","1","P1","F","cat_themes.krn","0","0","-m3",NA,NA
"2644","2P","IV","4d","2","1","6","-m3","F","cat_themes.krn","0","0","-M3",NA,NA
"2645","4P","ii","4B-","3","1","4","-M3","F","cat_themes.krn","0","0","+P5",NA,NA
"2646","4D","I","(4f","1","1","1","+P5","F","cat_themes.krn","0","0","+M2",NA,NA
"2647","2D","V7","4g)","2","1","2","+M2","F","cat_themes.krn","0","0","-m3",NA,NA
"2648","2D","V7","4e'","3","1","7","-m3","F","cat_themes.krn","0","0","+m2",NA,NA
"2649","2T","I","4f'","1","1","1","+m2","F","cat_themes.krn","0","1","[cc]",NA,NA
