"","X","harm","melody","beat_pos","duration","scale_deg","approaching","key","file","depart","Response","Chordnotes"
"11157",12665,"V/VI","[1cc",1,4,"5","-m2","f","5_iv.krn","+m3",1,"3- 7- 5"
"11158",12667,"V7/iv","4ee-",2,1,"7-","+m3","f","5_iv.krn","P1",1,"1 5 3 7- 6+"
"11159",12668,"V7/iv","4ee-",3,1,"7-","P1","f","5_iv.krn","P1",1,"1 5 3 7- 6+"
"11160",12669,"V7/iv","4ee-",4,1,"7-","P1","f","5_iv.krn","P1",1,"1 5 3 7- 6+"
"11161",12670,"iv","4ee-",1,1,"7-","P1","f","5_iv.krn","-M2",0,"4 1 6- 5+"
"11162",12671,"iv","8dd-",2,0.5,"6","-M2","f","5_iv.krn","-m2",0,"4 1 6- 5+"
"11163",12672,"iv","8cc",2.5,0.5,"5","-m2","f","5_iv.krn","+m2",0,"4 1 6- 5+"
"11164",12673,"iv","4dd-",3,1,"6","+m2","f","5_iv.krn","+M7",0,"4 1 6- 5+"
"11165",12678,"V7/iv","2ccc",3,2,"5","+M7","f","5_iv.krn","-P5",1,"1 5 3 7- 6+"
"11169",12682,"V7/VII","1bb-",1,4,"1","+m2","b-","5_iv.krn","-P5",1,"4 1 6 3- 2+"
"11170",12683,"iv/iv","2.ee-",1,3,"4","-P5","b-","5_iv.krn","+M2",1,"7- 4 2- 1+"
"11171",12684,"iv/iv","8ff",4,0.5,"5","+M2","b-","5_iv.krn","+m2",0,"7- 4 2- 1+"
"11172",12685,"iv/iv","8gg-",4.5,0.5,"6","+m2","b-","5_iv.krn","+M2",0,"7- 4 2- 1+"
"11173",12686,"V7/VI","2aa-",1,2,"7-","+M2","b-","5_iv.krn","-m3",1,"3- 7- 5 2- 1+"
"11174",12687,"V7/VI","4ff",3,1,"5","-m3","b-","5_iv.krn","-M3",1,"3- 7- 5 2- 1+"
"11175",12688,"V7/VI","4dd-",4,1,"3","-M3","b-","5_iv.krn","P1",0,"3- 7- 5 2- 1+"
"11176",12689,"VI","2dd-",1,2,"3","P1","b-","5_iv.krn","+P5",1,"6 3 1+"
"11177",12695,"V7/VI","4aa-",2,1,"7-","+P5","b-","5_iv.krn","-M6",1,"3- 7- 5 2- 1+"
"11178",12696,"V7/VI","4cc-",3,1,"2+","-M6","b-","5_iv.krn","P1",0,"3- 7- 5 2- 1+"
"11179",12697,"V7/VI","4cc-",4,1,"2+","P1","b-","5_iv.krn","-P8",0,"3- 7- 5 2- 1+"
"11187",12708,"V7/V","1g",1,4,"4+","-m7","D-","5_iv.krn","+m2",1,"2 6 4+ 1 7+"
"11192",12717,"viioD7/v","1a",1,4,"4+","-d7","e-","5_iv.krn","+m2",1,"4+ 6 1 2+ 5++ 7+"
"11203",12729,"viioD7/v","2G",1,2,"6+","-m3","b-","5_iv.krn","+P4",0,"4+ 6 1 2+ 5++ 7+"
"11204",12730,"V7/v","2c",3,2,"2","+P4","b-","5_iv.krn","+P11",1,"2 6 4+ 1 7+"
"11208",12734,"V7/v","1b",1,4,"4+","-d7","f","5_iv.krn","+m2",1,"2 6 4+ 1 7+"
"11210",12739,"i","4cc",2,1,"1","P1","c","5_iv.krn","P1",1,"1 5 3- 2+"
"11211",12740,"i","4cc",3,1,"1","P1","c","5_iv.krn","+M2",1,"1 5 3- 2+"
"11212",12741,"i","4dd",4,1,"2","+M2","c","5_iv.krn","+m2",0,"1 5 3- 2+"
"11213",12742,"VI","4ee-",1,1,"3","+m2","c","5_iv.krn","-m2",1,"6 3 1+"
"11214",12743,"VI","8dd",2,0.5,"2","-m2","c","5_iv.krn","+m2",0,"6 3 1+"
"11215",12744,"VI","8ee-",2.5,0.5,"3","+m2","c","5_iv.krn","-m3",1,"6 3 1+"
"11216",12745,"iv","4cc",3,1,"1","-m3","c","5_iv.krn","+M2",1,"4 1 6- 5+"
"11217",12746,"iv","8dd",4,0.5,"2","+M2","c","5_iv.krn","+m2",0,"4 1 6- 5+"
"11218",12747,"iv","8ee-",4.5,0.5,"3","+m2","c","5_iv.krn","+M2",0,"4 1 6- 5+"
"11219",12748,"V7","4ff",1,1,"4","+M2","c","5_iv.krn","-M2",1,"5 2 7 4 3+"
"11220",12749,"V7","8ee-",2,0.5,"3","-M2","c","5_iv.krn","-m2",0,"5 2 7 4 3+"
"11221",12750,"V7","8dd",2.5,0.5,"2","-m2","c","5_iv.krn","+P4",1,"5 2 7 4 3+"
"11222",12751,"V7","4gg",3,1,"5","+P4","c","5_iv.krn","-M2",1,"5 2 7 4 3+"
"11223",12752,"V7","4ff",4,1,"4","-M2","c","5_iv.krn","-M2",1,"5 2 7 4 3+"
"11224",12753,"i","4ee-",1,1,"3","-M2","c","5_iv.krn","-m3",0,"1 5 3- 2+"
"11225",12754,"i","8cc",2,0.5,"1","-m3","c","5_iv.krn","+M2",1,"1 5 3- 2+"
"11226",12755,"i","8dd",2.5,0.5,"2","+M2","c","5_iv.krn","+M2",0,"1 5 3- 2+"
"11227",12756,"V7/iv","4ee",3,1,"3+","+M2","c","5_iv.krn","-M2",0,"1 5 3 7- 6+"
"11228",12757,"V7/iv","8dd",4,0.5,"2","-M2","c","5_iv.krn","+M2",0,"1 5 3 7- 6+"
"11229",12758,"V7/iv","8ee",4.5,0.5,"3+","+M2","c","5_iv.krn","+m2",0,"1 5 3 7- 6+"
"11231",12763,"i","1ccc",1,4,"5","+P5","f","5_iv.krn","-P5",1,"1 5 3- 2+"
"11232",12764,"i","2ff",1,2,"1","-P5","f","5_iv.krn","+m6",1,"1 5 3- 2+"
"11233",12765,"viioD7","2ddd-",3,2,"6","+m6","f","5_iv.krn","-d7",0,"7 2 4 5+ 1++ 3+"
"11234",12766,"viioD7","1ee",1,4,"7","-d7","f","5_iv.krn","+m2",1,"7 2 4 5+ 1++ 3+"
"11235",12767,"i","2.ff",1,3,"1","+m2","f","5_iv.krn","-P4",1,"1 5 3- 2+"
"11236",12768,"i","4cc",4,1,"5","-P4","f","5_iv.krn","+m2",1,"1 5 3- 2+"
"11237",12769,"ivM9","[1dd-",1,4,"6","+m2","f","5_iv.krn","-m2",0,"4 1 6- 5+"
"11238",12771,"IIIM7","[1cc",1,4,"5","-m2","f","5_iv.krn","-M2",0,"3 7 5+ 2+ 4+"
"11239",12773,"iim7m9","[1b-",1,4,"4","-M2","f","5_iv.krn","-M2",1,"2 6 4 1 3+ 7+"
"11240",12775,"i","1a-",1,4,"3","-M2","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11241",12776,"V7","4g",1,1,"2","-m2","f","5_iv.krn","+m3",1,"5 2 7 4 3+"
"11242",12777,"V7","4b-",2,1,"4","+m3","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11243",12778,"V7","4b-",3,1,"4","P1","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11244",12779,"V7","4b-",4,1,"4","P1","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11245",12780,"V7","4b-",1,1,"4","P1","f","5_iv.krn","-M2",1,"5 2 7 4 3+"
"11246",12781,"V7","8a-",2,0.5,"3","-M2","f","5_iv.krn","-m2",0,"5 2 7 4 3+"
"11247",12782,"V7","8g",2.5,0.5,"2","-m2","f","5_iv.krn","+m2",1,"5 2 7 4 3+"
"11248",12783,"VI","4a-",3,1,"3","+m2","f","5_iv.krn","+M6",1,"6 3 1+"
"11249",12784,"VI","4ff",4,1,"1","+M6","f","5_iv.krn","+M2",0,"6 3 1+"
"11250",12785,"V7","1gg",1,4,"2","+M2","f","5_iv.krn","-P5",1,"5 2 7 4 3+"
"11251",12786,"i","2cc",1,2,"5","-P5","f","5_iv.krn","+m6",1,"1 5 3- 2+"
"11252",12787,"i","2aa-",3,2,"3","+m6","f","5_iv.krn","-d7",0,"1 5 3- 2+"
"11253",12788,"viioD7/V","1b",1,4,"4+","-d7","f","5_iv.krn","+m2",1,"4+ 6 1 2+ 5++ 7+"
"11254",12789,"i","[1cc",1,4,"5","+m2","f","5_iv.krn","+M2",1,"1 5 3- 2+"
"11255",12792,"V7","4dd",2,1,"6+","+M2","f","5_iv.krn","+M2",0,"5 2 7 4 3+"
"11256",12793,"V7","4ee",3,1,"7","+M2","f","5_iv.krn","+m2",1,"5 2 7 4 3+"
"11257",12794,"i","4ff",4,1,"1","+m2","f","5_iv.krn","+M2",1,"1 5 3- 2+"
"11258",12795,"iio","4gg",1,1,"2","+M2","f","5_iv.krn","+m2",1,"2 4 6- 3+ 5+"
"11259",12796,"iio","4aa-",2,1,"3","+m2","f","5_iv.krn","+M2",0,"2 4 6- 3+ 5+"
"11260",12797,"iio","4bb-",3,1,"4","+M2","f","5_iv.krn","+M2",1,"2 4 6- 3+ 5+"
"11261",12798,"iio","4ccc",4,1,"5","+M2","f","5_iv.krn","+m2",0,"2 4 6- 3+ 5+"
"11262",12799,"viioD7","1ddd-",1,4,"6","+m2","f","5_iv.krn","-m6",0,"7 2 4 5+ 1++ 3+"
"11263",12801,"i","1ff",1,4,"1","-m6","f","5_iv.krn","-P4",1,"1 5 3- 2+"
"11264",12803,"V7","2cc",1,2,"5","-P4","f","5_iv.krn","+m6",1,"5 2 7 4 3+"
"11265",12804,"i","2aa-",3,2,"3","+m6","f","5_iv.krn","-d7",0,"1 5 3- 2+"
"11266",12805,"viio/V","1b",1,4,"4+","-d7","f","5_iv.krn","+m2",1,"4+ 6 1 5++ 7+"
"11267",12807,"V","4cc",1,1,"5","+m2","f","5_iv.krn","+M3",1,"5 2 7"
"11268",12808,"V","8ee",2,0.5,"7","+M3","f","5_iv.krn","+m2",1,"5 2 7"
"11269",12809,"V","8ff",2.5,0.5,"1","+m2","f","5_iv.krn","+M2",0,"5 2 7"
"11270",12810,"V","4gg",3,1,"2","+M2","f","5_iv.krn","-M2",1,"5 2 7"
"11271",12811,"V","8ff",4,0.5,"1","-M2","f","5_iv.krn","+M2",0,"5 2 7"
"11272",12812,"V","8gg",4.5,0.5,"2","+M2","f","5_iv.krn","+m2",1,"5 2 7"
"11273",12813,"i","4aa-",1,1,"3","+m2","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11274",12814,"i","8gg",2,0.5,"2","-m2","f","5_iv.krn","+m2",0,"1 5 3- 2+"
"11275",12815,"i","8aa-",2.5,0.5,"3","+m2","f","5_iv.krn","-m3",0,"1 5 3- 2+"
"11276",12816,"i","4ff",3,1,"1","-m3","f","5_iv.krn","+M2",1,"1 5 3- 2+"
"11277",12817,"i","8gg",4,0.5,"2","+M2","f","5_iv.krn","+m2",0,"1 5 3- 2+"
"11278",12818,"i","8aa-",4.5,0.5,"3","+m2","f","5_iv.krn","+M2",0,"1 5 3- 2+"
"11279",12819,"V7","4bb-",1,1,"4","+M2","f","5_iv.krn","+M2",1,"5 2 7 4 3+"
"11280",12820,"V7","8ccc",2,0.5,"5","+M2","f","5_iv.krn","-M2",1,"5 2 7 4 3+"
"11281",12821,"V7","8bb-",2.5,0.5,"4","-M2","f","5_iv.krn","-M2",1,"5 2 7 4 3+"
"11282",12822,"i","4aa-",3,1,"3","-M2","f","5_iv.krn","-m3",0,"1 5 3- 2+"
"11283",12823,"i","4ff",4,1,"1","-m3","f","5_iv.krn","-M6",1,"1 5 3- 2+"
"11284",12824,"viioD7/V","2a-",1,2,"3","-M6","f","5_iv.krn","-m2",0,"4+ 6 1 2+ 5++ 7+"
"11285",12825,"V7/V","[2g",3,2,"2","-m2","f","5_iv.krn","+P11",1,"2 6 4+ 1 7+"
"11286",12828,"i","1ccc",1,4,"5","+P11","f","5_iv.krn","-P5",1,"1 5 3- 2+"
"11287",12830,"iv","2ff",1,2,"1","-P5","f","5_iv.krn","+m6",1,"4 1 6- 5+"
"11288",12831,"iio","2ddd-",3,2,"6","+m6","f","5_iv.krn","-d7",0,"2 4 6- 3+ 5+"
"11289",12832,"V7","1ee",1,4,"7","-d7","f","5_iv.krn","+m2",1,"5 2 7 4 3+"
"11290",12833,"i","1ff",1,4,"1","+m2","f","5_iv.krn","+M2",1,"1 5 3- 2+"
"11291",12835,"V7","4gg",2,1,"2","+M2","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11292",12836,"V7","4gg",3,1,"2","P1","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11293",12837,"V7","4gg",4,1,"2","P1","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11294",12838,"i","4gg",1,1,"2","P1","f","5_iv.krn","-M2",0,"1 5 3- 2+"
"11295",12839,"i","8ff",2,0.5,"1","-M2","f","5_iv.krn","-m2",1,"1 5 3- 2+"
"11296",12840,"i","8ee",2.5,0.5,"7","-m2","f","5_iv.krn","+m2",0,"1 5 3- 2+"
"11297",12841,"im7","[2ff",3,2,"1","+m2","f","5_iv.krn","-P8",1,"1 5 3- 7- 2+ 6+"
"11298",12843,"VI","4f",2,1,"1","-P8","f","5_iv.krn","+P8",0,"6 3 1+"
"11299",12844,"ivm7","4ff",3,1,"1","+P8","f","5_iv.krn","P1",1,"4 1 6- 3- 5+ 2+"
"11300",12845,"ivm7","4ff",4,1,"1","P1","f","5_iv.krn","P1",1,"4 1 6- 3- 5+ 2+"
"11301",12846,"VII","4ff",1,1,"1","P1","f","5_iv.krn","-M2",0,"7 4+ 2+"
"11302",12847,"VII","8ee-",2,0.5,"7-","-M2","f","5_iv.krn","-M2",0,"7 4+ 2+"
"11303",12848,"VII","8dd-",2.5,0.5,"6","-M2","f","5_iv.krn","+M2",0,"7 4+ 2+"
"11304",12849,"VII","[2ee-",3,2,"7-","+M2","f","5_iv.krn","-P8",0,"7 4+ 2+"
"11305",12852,"III","4e-",2,1,"7-","-P8","f","5_iv.krn","+P8",0,"3 7 5+"
"11306",12853,"V7/VI","4ee-",3,1,"7-","+P8","f","5_iv.krn","P1",1,"3- 7- 5 2- 1+"
"11307",12854,"V7/VI","4ee-",4,1,"7-","P1","f","5_iv.krn","P1",1,"3- 7- 5 2- 1+"
"11308",12855,"VI","4ee-",1,1,"7-","P1","f","5_iv.krn","-M2",0,"6 3 1+"
"11309",12856,"VI","8dd-",2,0.5,"6","-M2","f","5_iv.krn","-m2",1,"6 3 1+"
"11310",12857,"VI","8cc",2.5,0.5,"5","-m2","f","5_iv.krn","+m2",0,"6 3 1+"
"11311",12858,"VI","[2dd-",3,2,"6","+m2","f","5_iv.krn","-P8",1,"6 3 1+"
"11312",12860,"iv","4d-",2,1,"6","-P8","f","5_iv.krn","+P8",0,"4 1 6- 5+"
"11313",12861,"iv","4dd-",3,1,"6","+P8","f","5_iv.krn","P1",0,"4 1 6- 5+"
"11314",12862,"iv","4dd-",4,1,"6","P1","f","5_iv.krn","P1",0,"4 1 6- 5+"
"11315",12863,"V","4dd-",1,1,"6","P1","f","5_iv.krn","-m2",0,"5 2 7"
"11316",12864,"V","8cc",2,0.5,"5","-m2","f","5_iv.krn","-M2",1,"5 2 7"
"11317",12865,"V","8b-",2.5,0.5,"4","-M2","f","5_iv.krn","+M2",0,"5 2 7"
"11318",12866,"V","4cc",3,1,"5","+M2","f","5_iv.krn","-M2",1,"5 2 7"
"11319",12867,"V","4b-",4,1,"4","-M2","f","5_iv.krn","-M2",0,"5 2 7"
"11320",12868,"i","4a-",1,1,"3","-M2","f","5_iv.krn","+M3",0,"1 5 3- 2+"
"11321",12869,"i","4cc",2,1,"5","+M3","f","5_iv.krn","-M2",1,"1 5 3- 2+"
"11322",12870,"i","4b-",3,1,"4","-M2","f","5_iv.krn","-M2",0,"1 5 3- 2+"
"11323",12871,"i","4a-",4,1,"3","-M2","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11324",12872,"V","2g",1,2,"2","-m2","f","5_iv.krn","+m7",1,"5 2 7"
"11325",12874,"i","1ff",1,4,"1","+m7","f","5_iv.krn","-P4",1,"1 5 3- 2+"
"11326",12875,"V","2cc",1,2,"5","-P4","f","5_iv.krn","+m6",1,"5 2 7"
"11327",12876,"i","2aa-",3,2,"3","+m6","f","5_iv.krn","-d7",0,"1 5 3- 2+"
"11328",12877,"viioD7/V","1b",1,4,"4+","-d7","f","5_iv.krn","+m2",1,"4+ 6 1 2+ 5++ 7+"
"11329",12878,"V","1cc",1,4,"5","+m2","f","5_iv.krn","+M2",1,"5 2 7"
"11330",12880,"viioD7/V","1dd",1,4,"6+","+M2","f","5_iv.krn","d1",0,"4+ 6 1 2+ 5++ 7+"
"11331",12881,"viioD7","1dd-",1,4,"6","d1","f","5_iv.krn","-m2",0,"7 2 4 5+ 1++ 3+"
"11332",12882,"i","1cc",1,4,"5","-m2","f","5_iv.krn","-M2",1,"1 5 3- 2+"
"11334",12885,"V","4cc",2,1,"5","+M2","f","5_iv.krn","-M3",1,"5 2 7"
"11335",12886,"i","4a-",3,1,"3","-M3","f","5_iv.krn","-m3",0,"1 5 3- 2+"
"11336",12887,"i","4f",4,1,"1","-m3","f","5_iv.krn","-d5",1,"1 5 3- 2+"
"11338",12889,"V","2c",1,2,"5","+m2","f","5_iv.krn","+P8",1,"5 2 7"
"11339",12890,"V","[2cc",3,2,"5","+P8","f","5_iv.krn","-P5",1,"5 2 7"
"11340",12892,"i","2f",3,2,"1","-P5","f","5_iv.krn","+m6",1,"1 5 3- 2+"
"11341",12893,"viioD7","2dd-",1,2,"6","+m6","f","5_iv.krn","-d7",0,"7 2 4 5+ 1++ 3+"
"11342",12894,"V7","2e",3,2,"7","-d7","f","5_iv.krn","+m6",1,"5 2 7 4 3+"
"11343",12895,"V","2.cc",1,3,"5","+m6","f","5_iv.krn","-M2",1,"5 2 7"
"11344",12896,"V","4b-",4,1,"4","-M2","f","5_iv.krn","-M2",0,"5 2 7"
"11345",12897,"i","4a-",1,1,"3","-M2","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11346",12898,"i","4g",2,1,"2","-m2","f","5_iv.krn","-M2",0,"1 5 3- 2+"
"11347",12899,"i","4f",3,1,"1","-M2","f","5_iv.krn","+P8",1,"1 5 3- 2+"
"11348",12900,"im7","[4ff",4,1,"1","+P8","f","5_iv.krn","-M2",1,"1 5 3- 7- 2+ 6+"
"11349",12902,"VI","4ee-",2,1,"7-","-M2","f","5_iv.krn","-M2",0,"6 3 1+"
"11350",12903,"iv","4dd-",3,1,"6","-M2","f","5_iv.krn","-m2",0,"4 1 6- 5+"
"11351",12904,"iv","4cc",4,1,"5","-m2","f","5_iv.krn","-M2",0,"4 1 6- 5+"
"11352",12905,"IV","4b-",1,1,"4","-M2","f","5_iv.krn","+P8",1,"4 1 6"
"11353",12906,"IV","2bb-",2,2,"4","+P8","f","5_iv.krn","-M2",1,"4 1 6"
"11354",12907,"V7/VII","4aa-",4,1,"3","-M2","f","5_iv.krn","-m2",0,"4 1 6 3- 2+"
"11355",12908,"viio","4gg",1,1,"2","-m2","f","5_iv.krn","-M2",1,"7 2 4 1++ 3+"
"11356",12909,"i","4ff",2,1,"1","-M2","f","5_iv.krn","-m2",1,"1 5 3- 2+"
"11357",12910,"V7","4ee",3,1,"7","-m2","f","5_iv.krn","+m3",1,"5 2 7 4 3+"
"11358",12911,"V7","4gg",4,1,"2","+m3","f","5_iv.krn","+P4",1,"5 2 7 4 3+"
"11359",12912,"i","2ccc",1,2,"5","+P4","f","5_iv.krn","-P5",1,"1 5 3- 2+"
"11360",12913,"VI","2ff",3,2,"1","-P5","f","5_iv.krn","+m6",0,"6 3 1+"
"11361",12914,"viioD7","2ddd-",1,2,"6","+m6","f","5_iv.krn","-d7",0,"7 2 4 5+ 1++ 3+"
"11362",12915,"V7","2ee",3,2,"7","-d7","f","5_iv.krn","+m6",1,"5 2 7 4 3+"
"11363",12916,"v","2ccc",1,2,"5","+m6","f","5_iv.krn","-M6",1,"5 2 7- 6+"
"11364",12917,"v","2ee-",3,2,"7-","-M6","f","5_iv.krn","+A5",1,"5 2 7- 6+"
"11365",12918,"viioD7/V","2bb",1,2,"4+","+A5","f","5_iv.krn","-M6",1,"4+ 6 1 2+ 5++ 7+"
"11366",12919,"viioD7/V","2dd",3,2,"6+","-M6","f","5_iv.krn","+m6",0,"4+ 6 1 2+ 5++ 7+"
"11367",12920,"iv","2bb-",1,2,"4","+m6","f","5_iv.krn","-M6",1,"4 1 6- 5+"
"11368",12921,"iv","2dd-",3,2,"6","-M6","f","5_iv.krn","+M6",0,"4 1 6- 5+"
"11369",12922,"V7","2bb-",1,2,"4","+M6","f","5_iv.krn","-M2",1,"5 2 7 4 3+"
"11370",12923,"i","2aa-",3,2,"3","-M2","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11371",12924,"iiom7","1gg",1,4,"2","-m2","f","5_iv.krn","-M2",1,"2 4 6- 1 3+ 5+ 7+"
"11372",12926,"i","2ff",1,2,"1","-M2","f","5_iv.krn","-P5",1,"1 5 3- 2+"
"11373",12929,"V7","4b-",2,1,"4","-P5","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11374",12930,"V7","4b-",3,1,"4","P1","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11375",12931,"V7","4b-",4,1,"4","P1","f","5_iv.krn","P1",1,"5 2 7 4 3+"
"11376",12932,"i","4b-",1,1,"4","P1","f","5_iv.krn","-M2",0,"1 5 3- 2+"
"11377",12933,"i","8a-",2,0.5,"3","-M2","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11378",12934,"i","8g",2.5,0.5,"2","-m2","f","5_iv.krn","+m2",0,"1 5 3- 2+"
"11379",12935,"i","4a-",3,1,"3","+m2","f","5_iv.krn","-m3",0,"1 5 3- 2+"
"11380",12936,"i","4f",4,1,"1","-m3","f","5_iv.krn","+M7",1,"1 5 3- 2+"
"11381",12937,"V7","1ee",1,4,"7","+M7","f","5_iv.krn","+m2",1,"5 2 7 4 3+"
"11382",12938,"i","2.ff",1,3,"1","+m2","f","5_iv.krn","+m3",1,"1 5 3- 2+"
"11383",12939,"i","4aa-",4,1,"3","+m3","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11384",12940,"iio","4gg",1,1,"2","-m2","f","5_iv.krn","+m3",1,"2 4 6- 3+ 5+"
"11385",12941,"iio","4bb-",2,1,"4","+m3","f","5_iv.krn","-d5",1,"2 4 6- 3+ 5+"
"11386",12943,"V7","4ee",4,1,"7","-d5","f","5_iv.krn","+m2",1,"5 2 7 4 3+"
"11387",12944,"VI","2ff",1,2,"1","+m2","f","5_iv.krn","-P5",0,"6 3 1+"
"11388",12947,"viioD7","4b-",2,1,"4","-P5","f","5_iv.krn","P1",1,"7 2 4 5+ 1++ 3+"
"11389",12948,"viioD7","4b-",3,1,"4","P1","f","5_iv.krn","P1",1,"7 2 4 5+ 1++ 3+"
"11390",12949,"viioD7","4b-",4,1,"4","P1","f","5_iv.krn","P1",1,"7 2 4 5+ 1++ 3+"
"11391",12950,"i","4b-",1,1,"4","P1","f","5_iv.krn","-M2",0,"1 5 3- 2+"
"11392",12951,"i","8a-",2,0.5,"3","-M2","f","5_iv.krn","-m2",0,"1 5 3- 2+"
"11393",12952,"i","8g",2.5,0.5,"2","-m2","f","5_iv.krn","+m2",0,"1 5 3- 2+"
"11394",12953,"i","4a-",3,1,"3","+m2","f","5_iv.krn","-m3",0,"1 5 3- 2+"
"11395",12954,"i","4f",4,1,"1","-m3","f","5_iv.krn","+M7",1,"1 5 3- 2+"
"11396",12955,"viioD7","1ee",1,4,"7","+M7","f","5_iv.krn","+m2",1,"7 2 4 5+ 1++ 3+"
"11397",12956,"i","2.ff",1,3,"1","+m2","f","5_iv.krn","+m3",1,"1 5 3- 2+"
"11398",12957,"i","4aa-",4,1,"3","+m3","f","5_iv.krn","-d7",0,"1 5 3- 2+"
"11399",12958,"viioD7/V","1b",1,4,"4+","-d7","f","5_iv.krn","+m2",1,"4+ 6 1 2+ 5++ 7+"
"11400",12959,"V","1cc",1,4,"5","+m2","f","5_iv.krn","-M2",1,"5 2 7"
"11401",12960,"iio","[1b-",1,4,"4","-M2","f","5_iv.krn","-m3",1,"2 4 6- 3+ 5+"
"11402",12963,"viio","4g",2,1,"2","-m3","f","5_iv.krn","P1",1,"7 2 4 1++ 3+"
"11403",12964,"viio","4g",3,1,"2","P1","f","5_iv.krn","+m2",1,"7 2 4 1++ 3+"
"11404",12965,"viio","4a-",4,1,"3","+m2","f","5_iv.krn","+M2",0,"7 2 4 1++ 3+"
"11405",12966,"viioD7","[1b-",1,4,"4","+M2","f","5_iv.krn","-P8",1,"7 2 4 5+ 1++ 3+"
"11406",12970,"viioD7","4B-",2,1,"4","-P8","f","5_iv.krn","P1",1,"7 2 4 5+ 1++ 3+"
"11407",12971,"viioD7","4B-",3,1,"4","P1","f","5_iv.krn","+M2",1,"7 2 4 5+ 1++ 3+"
"11408",12972,"viioD7","4c",4,1,"5","+M2","f","5_iv.krn","+m2",0,"7 2 4 5+ 1++ 3+"
"11409",12973,"viioD7","2d-",1,2,"6","+m2","f","5_iv.krn","+M7",0,"7 2 4 5+ 1++ 3+"
"11410",12976,"i","1cc",1,4,"5","+M7","f","5_iv.krn","-P5",1,"1 5 3- 2+"
"11411",12977,"i","2f",1,2,"1","-P5","f","5_iv.krn","+m6",1,"1 5 3- 2+"
"11412",12978,"iv","2dd-",3,2,"6","+m6","f","5_iv.krn","-d7",0,"4 1 6- 5+"
"11413",12979,"V7","1e",1,4,"7","-d7","f","5_iv.krn","+m2",1,"5 2 7 4 3+"
"11414",12980,"i","2f",1,2,"1","+m2","f","5_iv.krn","+P5",1,"1 5 3- 2+"
"11415",12982,"V","2cc",1,2,"5","+P5","f","5_iv.krn","-P5",1,"5 2 7"
"11416",12984,"i","2f",1,2,"1","-P5","f","5_iv.krn","[a]",1,"1 5 3- 2+"
"11417",12986,"I","4.a",1,1.5,"1","[a]","A","6_i.krn","+M3",1,"1 5 3"
"11418",12987,"I","16cc#",2.5,0.25,"3","+M3","A","6_i.krn","-M3",1,"1 5 3"
"11419",12988,"I","16a",2.75,0.25,"1","-M3","A","6_i.krn","+P5",1,"1 5 3"
"11420",12989,"I","16ee",3,0.25,"5","+P5","A","6_i.krn","-m3",1,"1 5 3"
"11421",12990,"I","16cc#",3.25,0.25,"3","-m3","A","6_i.krn","-M3",1,"1 5 3"
"11422",12991,"I","16a",3.5,0.25,"1","-M3","A","6_i.krn","-P4",1,"1 5 3"
"11423",12992,"I","16e",3.75,0.25,"5","-P4","A","6_i.krn","-m3",1,"1 5 3"
"11424",12993,"I","8c#",1,0.5,"3","-m3","A","6_i.krn","-M3",1,"1 5 3"
"11425",12994,"I","8A",1.5,0.5,"1","-M3","A","6_i.krn","+M2",1,"1 5 3"
"11426",12995,"V","8B",2,0.5,"2","+M2","A","6_i.krn","+M2",1,"5 2 7"
"11427",12996,"I","8c#",2.5,0.5,"3","+M2","A","6_i.krn","-M3",1,"1 5 3"
"11428",12997,"I","8A",3,0.5,"1","-M3","A","6_i.krn","+M9",1,"1 5 3"
"11429",12999,"V","8b",1,0.5,"2","+M9","A","6_i.krn","+M2",1,"5 2 7"
"11430",13001,"I","8cc#",2.5,0.5,"3","+M2","A","6_i.krn","+m2",1,"1 5 3"
"11431",13003,"V7","8dd",1,0.5,"4","+m2","A","6_i.krn","P1",1,"5 2 7 4 3+"
"11432",13004,"V7","16dd",1.5,0.25,"4","P1","A","6_i.krn","-m2",1,"5 2 7 4 3+"
"11433",13005,"V7","16cc#",1.75,0.25,"3","-m2","A","6_i.krn","+m2",0,"5 2 7 4 3+"
"11434",13006,"V7","8dd",2,0.5,"4","+m2","A","6_i.krn","-m2",1,"5 2 7 4 3+"
"11435",13007,"I","8cc#",2.5,0.5,"3","-m2","A","6_i.krn","-M3",1,"1 5 3"
"11436",13009,"I","4.a",1,1.5,"1","-M3","A","6_i.krn","+M3",1,"1 5 3"
"11437",13010,"I","16cc#",2.5,0.25,"3","+M3","A","6_i.krn","-M3",1,"1 5 3"
