""	"function"	"harm"	"melody"	"beat_pos"	"duration"	"scale_deg"	"approaching"	"key"	"file"	"depart"	"Response"	"Chordnotes"
"55369"	"4T"	"ii"	"32f#"	"3.25"	"0.125"	"1+"	"+M3"	"F"	"K613.krn"	"+m2"	NA	NA
"55370"	"4T"	"ii"	"32gJJ"	"3.375"	"0.125"	"2"	"+m2"	"F"	"K613.krn"	"+M2"	NA	NA
"55371"	"4T"	"ii"	"32aLL"	"3.5"	"0.125"	"3"	"+M2"	"F"	"K613.krn"	"+m2"	NA	NA
"55372"	"4T"	"ii"	"32b-"	"3.625"	"0.125"	"4"	"+m2"	"F"	"K613.krn"	"+A2"	NA	NA
"55373"	"4T"	"ii"	"32cc#"	"3.75"	"0.125"	"5+"	"+A2"	"F"	"K613.krn"	"+m2"	NA	NA
"55374"	"4T"	"ii"	"32ddJJJ)"	"3.875"	"0.125"	"6"	"+m2"	"F"	"K613.krn"	"-P4"	NA	NA
"55375"	"4T"	"C"	"(8.aL"	"1"	"0.75"	"3"	"-P4"	"F"	"K613.krn"	"+m2"	NA	NA
"55376"	"4T"	"C"	"32b-LL"	"1.75"	"0.125"	"4"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55377"	"4T"	"C"	"32aJJJ"	"1.875"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55378"	"2T"	"V7"	"16gLL)"	"2"	"0.25"	"2"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55379"	"2T"	"V7"	"(16f#'"	"2.25"	"0.25"	"1+"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55380"	"2T"	"V7"	"16g'"	"2.5"	"0.25"	"2"	"+m2"	"F"	"K613.krn"	"+M2"	NA	NA
"55381"	"2T"	"V7"	"16a'JJ)"	"2.75"	"0.25"	"3"	"+M2"	"F"	"K613.krn"	"+m2"	NA	NA
"55382"	"2T"	"V7"	"(16b-LL"	"3"	"0.25"	"4"	"+m2"	"F"	"K613.krn"	"A1"	NA	NA
"55383"	"2T"	"V7"	"16b"	"3.25"	"0.25"	"4+"	"A1"	"F"	"K613.krn"	"+m3"	NA	NA
"55384"	"2T"	"V7"	"16dd"	"3.5"	"0.25"	"6"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55385"	"2T"	"V7"	"16ccJJ)"	"3.75"	"0.25"	"5"	"-M2"	"F"	"K613.krn"	"P1"	NA	NA
"55386"	"4T"	"I"	"8cc"	"1"	"0.5"	"5"	"P1"	"F"	"K613.krn"	"+M2"	NA	NA
"55389"	"4T"	"I"	"(32ddLLL"	"1.75"	"0.125"	"6"	"+M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55390"	"4T"	"I"	"32ccJJJ"	"1.875"	"0.125"	"5"	"-M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55391"	"4T"	"V7"	"8b-)"	"2"	"0.5"	"4"	"-M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55394"	"4T"	"V7"	"(32ccLLL"	"2.75"	"0.125"	"5"	"+M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55395"	"4T"	"V7"	"32b-JJJ"	"2.875"	"0.125"	"4"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55396"	"4T"	"I"	"8a)"	"3"	"0.5"	"3"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55399"	"4T"	"I"	"(32b-LLL"	"3.75"	"0.125"	"4"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55400"	"4T"	"I"	"32aJJJ"	"3.875"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55401"	"2.T"	"ii"	"32gLLL)"	"1"	"0.125"	"2"	"-M2"	"F"	"K613.krn"	"+P5"	NA	NA
"55402"	"2.T"	"ii"	"(32dd"	"1.125"	"0.125"	"6"	"+P5"	"F"	"K613.krn"	"-m2"	NA	NA
"55403"	"2.T"	"ii"	"32cc#"	"1.25"	"0.125"	"5+"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55404"	"2.T"	"ii"	"32ddJJ"	"1.375"	"0.125"	"6"	"+m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55405"	"2.T"	"ii"	"32ccLL"	"1.5"	"0.125"	"5"	"-M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55406"	"2.T"	"ii"	"32dd"	"1.625"	"0.125"	"6"	"+M2"	"F"	"K613.krn"	"-m3"	NA	NA
"55407"	"2.T"	"ii"	"32b"	"1.75"	"0.125"	"4+"	"-m3"	"F"	"K613.krn"	"+m3"	NA	NA
"55408"	"2.T"	"ii"	"32ddJJJ"	"1.875"	"0.125"	"6"	"+m3"	"F"	"K613.krn"	"-M3"	NA	NA
"55409"	"2.T"	"ii"	"32b-LLL"	"2"	"0.125"	"4"	"-M3"	"F"	"K613.krn"	"+M3"	NA	NA
"55410"	"2.T"	"ii"	"32dd"	"2.125"	"0.125"	"6"	"+M3"	"F"	"K613.krn"	"-P4"	NA	NA
"55411"	"2.T"	"ii"	"32a"	"2.25"	"0.125"	"3"	"-P4"	"F"	"K613.krn"	"+P4"	NA	NA
"55412"	"2.T"	"ii"	"32ddJJ"	"2.375"	"0.125"	"6"	"+P4"	"F"	"K613.krn"	"-A4"	NA	NA
"55413"	"2.T"	"ii"	"32a-LL"	"2.5"	"0.125"	"3-"	"-A4"	"F"	"K613.krn"	"+A4"	NA	NA
"55414"	"2.T"	"ii"	"32dd"	"2.625"	"0.125"	"6"	"+A4"	"F"	"K613.krn"	"-P5"	NA	NA
"55415"	"2.T"	"ii"	"32g"	"2.75"	"0.125"	"2"	"-P5"	"F"	"K613.krn"	"+P5"	NA	NA
"55416"	"2.T"	"ii"	"32ddJJJ"	"2.875"	"0.125"	"6"	"+P5"	"F"	"K613.krn"	"-m6"	NA	NA
"55417"	"2.T"	"ii"	"32f#LLL"	"3"	"0.125"	"1+"	"-m6"	"F"	"K613.krn"	"+m2"	NA	NA
"55418"	"2.T"	"ii"	"32g"	"3.125"	"0.125"	"2"	"+m2"	"F"	"K613.krn"	"+m3"	NA	NA
"55419"	"2.T"	"ii"	"32b-"	"3.25"	"0.125"	"4"	"+m3"	"F"	"K613.krn"	"-m2"	NA	NA
"55420"	"2.T"	"ii"	"32aJJ"	"3.375"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"+m3"	NA	NA
"55421"	"2.T"	"ii"	"32ccLL"	"3.5"	"0.125"	"5"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55422"	"2.T"	"ii"	"32b-"	"3.625"	"0.125"	"4"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55423"	"2.T"	"ii"	"32a"	"3.75"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55424"	"2.T"	"ii"	"32gJJJ"	"3.875"	"0.125"	"2"	"-M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55425"	"2T"	"C"	"8.fnL"	"1"	"0.75"	"1"	"-M2"	"F"	"K613.krn"	"+M3"	NA	NA
"55426"	"2T"	"C"	"32aLL"	"1.75"	"0.125"	"3"	"+M3"	"F"	"K613.krn"	"-M3"	NA	NA
"55427"	"2T"	"C"	"32fJJJ"	"1.875"	"0.125"	"1"	"-M3"	"F"	"K613.krn"	"-P4"	NA	NA
"55428"	"2T"	"C"	"16cLL)"	"2"	"0.25"	"5"	"-P4"	"F"	"K613.krn"	"+P8"	NA	NA
"55429"	"2T"	"C"	"(16cc'"	"2.25"	"0.25"	"5"	"+P8"	"F"	"K613.krn"	"P1"	NA	NA
"55430"	"2T"	"C"	"16cc'"	"2.5"	"0.25"	"5"	"P1"	"F"	"K613.krn"	"P1"	NA	NA
"55431"	"2T"	"C"	"16cc'JJ)"	"2.75"	"0.25"	"5"	"P1"	"F"	"K613.krn"	"-m6"	NA	NA
"55432"	"4T"	"V"	"4en"	"3"	"1"	"7"	"-m6"	"F"	"K613.krn"	"P1"	NA	NA
"55436"	"8T"	"V"	"(4e"	"1"	"1"	"7"	"P1"	"F"	"K613.krn"	"+m2"	NA	NA
"55441"	"4T"	"vi"	"8f)"	"2"	"0.5"	"1"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55444"	"4T"	"vi"	"32e'"	"2.875"	"0.125"	"7"	"-m2"	"F"	"K613.krn"	"+m3"	NA	NA
"55445"	"4T"	"V"	"(32gLLL"	"3"	"0.125"	"2"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55446"	"4T"	"V"	"32f"	"3.125"	"0.125"	"1"	"-M2"	"F"	"K613.krn"	"+M3"	NA	NA
"55447"	"4T"	"V"	"32a"	"3.25"	"0.125"	"3"	"+M3"	"F"	"K613.krn"	"-M2"	NA	NA
"55448"	"4T"	"V"	"32gJJ"	"3.375"	"0.125"	"2"	"-M2"	"F"	"K613.krn"	"+m3"	NA	NA
"55449"	"4T"	"V"	"32b-LL"	"3.5"	"0.125"	"4"	"+m3"	"F"	"K613.krn"	"-m2"	NA	NA
"55450"	"4T"	"V"	"32a"	"3.625"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"+m3"	NA	NA
"55451"	"4T"	"V"	"32cc"	"3.75"	"0.125"	"5"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55452"	"4T"	"V"	"32b-JJJ)"	"3.875"	"0.125"	"4"	"-M2"	"F"	"K613.krn"	"+M3"	NA	NA
"55453"	"4T"	"I"	"(32ddLLL"	"1"	"0.125"	"6"	"+M3"	"F"	"K613.krn"	"-M2"	NA	NA
"55454"	"4T"	"I"	"32cc"	"1.125"	"0.125"	"5"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55455"	"4T"	"I"	"32b"	"1.25"	"0.125"	"4+"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55456"	"4T"	"I"	"32ccJJ"	"1.375"	"0.125"	"5"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55457"	"4T"	"I"	"32bLL"	"1.5"	"0.125"	"4+"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55458"	"4T"	"I"	"32cc"	"1.625"	"0.125"	"5"	"+m2"	"F"	"K613.krn"	"+M2"	NA	NA
"55459"	"4T"	"I"	"32dd"	"1.75"	"0.125"	"6"	"+M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55460"	"4T"	"I"	"32ccJJJ)"	"1.875"	"0.125"	"5"	"-M2"	"F"	"K613.krn"	"P1"	NA	NA
"55461"	"4T"	"V7"	"(32ccLLL"	"2"	"0.125"	"5"	"P1"	"F"	"K613.krn"	"-M2"	NA	NA
"55462"	"4T"	"V7"	"32b-"	"2.125"	"0.125"	"4"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55463"	"4T"	"V7"	"32a"	"2.25"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55464"	"4T"	"V7"	"32b-JJ"	"2.375"	"0.125"	"4"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55465"	"4T"	"V7"	"32aLL"	"2.5"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55466"	"4T"	"V7"	"32b-"	"2.625"	"0.125"	"4"	"+m2"	"F"	"K613.krn"	"+M2"	NA	NA
"55467"	"4T"	"V7"	"32cc"	"2.75"	"0.125"	"5"	"+M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55468"	"4T"	"V7"	"32b-JJJ)"	"2.875"	"0.125"	"4"	"-M2"	"F"	"K613.krn"	"P1"	NA	NA
"55469"	"4T"	"I"	"(32b-LLL"	"3"	"0.125"	"4"	"P1"	"F"	"K613.krn"	"-m2"	NA	NA
"55470"	"4T"	"I"	"32a"	"3.125"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55471"	"4T"	"I"	"32g#"	"3.25"	"0.125"	"2+"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55472"	"4T"	"I"	"32aJJ"	"3.375"	"0.125"	"3"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55473"	"4T"	"I"	"32g#LL"	"3.5"	"0.125"	"2+"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55474"	"4T"	"I"	"32a"	"3.625"	"0.125"	"3"	"+m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55475"	"4T"	"I"	"32b-"	"3.75"	"0.125"	"4"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55476"	"4T"	"I"	"32aJJJ)"	"3.875"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"+P4"	NA	NA
"55477"	"2P"	"IV"	"8dd"	"1"	"0.5"	"6"	"+P4"	"F"	"K613.krn"	"-P8"	NA	NA
"55482"	"2P"	"IV"	"(32dLLL"	"1.625"	"0.125"	"6"	"-P8"	"F"	"K613.krn"	"+m3"	NA	NA
"55483"	"2P"	"IV"	"32f"	"1.75"	"0.125"	"1"	"+m3"	"F"	"K613.krn"	"+P4"	NA	NA
"55484"	"2P"	"IV"	"32b-JJJ"	"1.875"	"0.125"	"4"	"+P4"	"F"	"K613.krn"	"+M3"	NA	NA
"55485"	"2P"	"IV"	"32ddLLL"	"2"	"0.125"	"6"	"+M3"	"F"	"K613.krn"	"+m3"	NA	NA
"55486"	"2P"	"IV"	"32ff"	"2.125"	"0.125"	"1"	"+m3"	"F"	"K613.krn"	"+P4"	NA	NA
"55487"	"2P"	"IV"	"32bb-"	"2.25"	"0.125"	"4"	"+P4"	"F"	"K613.krn"	"-P4"	NA	NA
"55488"	"2P"	"IV"	"32ffJJ"	"2.375"	"0.125"	"1"	"-P4"	"F"	"K613.krn"	"+M6"	NA	NA
"55489"	"2P"	"IV"	"32dddLL"	"2.5"	"0.125"	"6"	"+M6"	"F"	"K613.krn"	"-P4"	NA	NA
"55490"	"2P"	"IV"	"32aa"	"2.625"	"0.125"	"3"	"-P4"	"F"	"K613.krn"	"+m2"	NA	NA
"55491"	"2P"	"IV"	"32bb-"	"2.75"	"0.125"	"4"	"+m2"	"F"	"K613.krn"	"-d4"	NA	NA
"55492"	"2P"	"IV"	"32ff#JJJ"	"2.875"	"0.125"	"1+"	"-d4"	"F"	"K613.krn"	"+m2"	NA	NA
"55493"	"4P"	"ii"	"32ggLLL"	"3"	"0.125"	"2"	"+m2"	"F"	"K613.krn"	"-d5"	NA	NA
"55494"	"4P"	"ii"	"32cc#"	"3.125"	"0.125"	"5+"	"-d5"	"F"	"K613.krn"	"+m2"	NA	NA
"55495"	"4P"	"ii"	"32dd"	"3.25"	"0.125"	"6"	"+m2"	"F"	"K613.krn"	"-P4"	NA	NA
"55496"	"4P"	"ii"	"32aJJ"	"3.375"	"0.125"	"3"	"-P4"	"F"	"K613.krn"	"+m2"	NA	NA
"55497"	"4P"	"ii"	"32b-LL"	"3.5"	"0.125"	"4"	"+m2"	"F"	"K613.krn"	"-d4"	NA	NA
"55498"	"4P"	"ii"	"32f#"	"3.625"	"0.125"	"1+"	"-d4"	"F"	"K613.krn"	"+m2"	NA	NA
"55499"	"4P"	"ii"	"32g"	"3.75"	"0.125"	"2"	"+m2"	"F"	"K613.krn"	"+P5"	NA	NA
"55500"	"4P"	"ii"	"32ddJJJ"	"3.875"	"0.125"	"6"	"+P5"	"F"	"K613.krn"	"-M2"	NA	NA
"55501"	"2D"	"C"	"24cc'LL)"	"1"	"0.166667"	"5"	"-M2"	"F"	"K613.krn"	"+M6"	NA	NA
"55502"	"2D"	"C"	"24aa'"	"1.16667"	"0.166667"	"3"	"+M6"	"F"	"K613.krn"	"-M2"	NA	NA
"55503"	"2D"	"C"	"24gg'J"	"1.33333"	"0.166667"	"2"	"-M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55504"	"2D"	"C"	"24ff'L"	"1.5"	"0.166667"	"1"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55505"	"2D"	"C"	"24ee'"	"1.66667"	"0.166667"	"7"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55506"	"2D"	"C"	"24dd'JJ"	"1.83333"	"0.166667"	"6"	"-M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55507"	"2D"	"C"	"24cc'LL"	"2"	"0.166667"	"5"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55508"	"2D"	"C"	"24b'"	"2.16667"	"0.166667"	"4+"	"-m2"	"F"	"K613.krn"	"d1"	NA	NA
"55509"	"2D"	"C"	"24b-'J"	"2.33333"	"0.166667"	"4"	"d1"	"F"	"K613.krn"	"-m2"	NA	NA
"55510"	"2D"	"C"	"(32aLL"	"2.5"	"0.125"	"3"	"-m2"	"F"	"K613.krn"	"d1"	NA	NA
"55511"	"2D"	"C"	"32a-"	"2.625"	"0.125"	"3-"	"d1"	"F"	"K613.krn"	"-m2"	NA	NA
"55512"	"2D"	"C"	"32g"	"2.75"	"0.125"	"2"	"-m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55513"	"2D"	"C"	"32f#JJJ"	"2.875"	"0.125"	"1+"	"-m2"	"F"	"K613.krn"	"d1"	NA	NA
"55514"	"4D"	"V7"	"16fLL"	"3"	"0.25"	"1"	"d1"	"F"	"K613.krn"	"-m2"	NA	NA
"55515"	"4D"	"V7"	"16e"	"3.25"	"0.25"	"7"	"-m2"	"F"	"K613.krn"	"+d5"	NA	NA
"55516"	"4D"	"V7"	"16b-JJ)"	"3.5"	"0.25"	"4"	"+d5"	"F"	"K613.krn"	"-d5"	NA	NA
"55521"	"4D"	"V7"	"32e)"	"3.875"	"0.125"	"7"	"-d5"	"F"	"K613.krn"	"+m3"	NA	NA
"55522"	"2T"	"I"	"(8.gL"	"1"	"0.75"	"2"	"+m3"	"F"	"K613.krn"	"+M2"	NA	NA
"55523"	"2T"	"I"	"32aLL"	"1.75"	"0.125"	"3"	"+M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55524"	"2T"	"I"	"32gJJJ"	"1.875"	"0.125"	"2"	"-M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55525"	"2T"	"I"	"8f)"	"2"	"0.5"	"1"	"-M2"	"F"	"K613.krn"	"[c]"	NA	NA
"55528"	"8T"	"V"	"8c"	"2.5"	"0.5"	"5"	"[c]"	"F"	"K613.krn"	"+P4"	NA	NA
"55529"	"2T"	"I"	"(8f"	"1"	"1.5"	"1"	"+P4"	"F"	"K613.krn"	"-P4"	NA	NA
"55530"	"2T"	"I"	"4c)"	"1.5"	"1.5"	"5"	"-P4"	"F"	"K613.krn"	"+P4"	NA	NA
"55535"	"2T"	"I"	"(8f)"	"2.5"	"0.5"	"1"	"+P4"	"F"	"K613.krn"	"+M2"	NA	NA
"55536"	"2T"	"V"	"8g"	"1"	"0.5"	"2"	"+M2"	"F"	"K613.krn"	"-P5"	NA	NA
"55537"	"2T"	"V"	"4c)"	"1.5"	"1"	"5"	"-P5"	"F"	"K613.krn"	"+P5"	NA	NA
"55542"	"2T"	"V"	"(8g)"	"2.5"	"0.5"	"2"	"+P5"	"F"	"K613.krn"	"+M2"	NA	NA
"55543"	"8T"	"I"	"8aL"	"1"	"0.5"	"3"	"+M2"	"F"	"K613.krn"	"-P4"	NA	NA
"55544"	"8T"	"V7/vi"	"8eJ"	"1.5"	"0.5"	"7"	"-P4"	"F"	"K613.krn"	"+m2"	NA	NA
"55545"	"8T"	"vi"	"8fL)"	"2"	"0.5"	"1"	"+m2"	"F"	"K613.krn"	"+P4"	NA	NA
"55546"	"8T"	"ii"	"8b-'"	"2.5"	"0.5"	"4"	"+P4"	"F"	"K613.krn"	"-m2"	NA	NA
"55547"	"4T"	"I"	"4a"	"1"	"1"	"3"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55548"	"4T"	"V"	"8g"	"2"	"0.5"	"2"	"-M2"	"F"	"K613.krn"	"+P4"	NA	NA
"55549"	"4T"	"V"	"8cc'J"	"2.5"	"0.5"	"5"	"+P4"	"F"	"K613.krn"	"P1"	NA	NA
"55550"	"8T"	"I"	"8cc'"	"1"	"0.5"	"5"	"P1"	"F"	"K613.krn"	"-M2"	NA	NA
"55551"	"4T"	"V7"	"4b-"	"1.5"	"1"	"4"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55552"	"8T"	"I"	"8a"	"2.5"	"0.5"	"3"	"-m2"	"F"	"K613.krn"	"+P4"	NA	NA
"55553"	"8P"	"IV"	"8dd'"	"1"	"0.5"	"6"	"+P4"	"F"	"K613.krn"	"+M2"	NA	NA
"55554"	"4P"	"viioD7"	"4ee"	"1.5"	"1"	"7"	"+M2"	"F"	"K613.krn"	"+m2"	NA	NA
"55555"	"8P"	"viioD7/V"	"8ff"	"2.5"	"0.5"	"1"	"+m2"	"F"	"K613.krn"	"-P8"	NA	NA
"55556"	"4D"	"C"	"8f'L"	"1"	"0.5"	"1"	"-P8"	"F"	"K613.krn"	"P1"	NA	NA
"55557"	"4D"	"C"	"8f'J"	"1.5"	"0.5"	"1"	"P1"	"F"	"K613.krn"	"-m2"	NA	NA
"55558"	"4D"	"V7"	"4e"	"2"	"1"	"7"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55562"	"4.T"	"I"	"4f"	"1"	"1"	"1"	"+m2"	"F"	"K613.krn"	"[cc]"	NA	NA
"55565"	"8T"	"V"	"8cc'"	"2.5"	"0.5"	"5"	"[cc]"	"F"	"K613.krn"	"+P4"	NA	NA
"55566"	"2T"	"I"	"(8ff"	"1"	"0.5"	"1"	"+P4"	"F"	"K613.krn"	"-P4"	NA	NA
"55567"	"2T"	"I"	"4cc)"	"1.5"	"1"	"5"	"-P4"	"F"	"K613.krn"	"+P4"	NA	NA
"55572"	"2T"	"I"	"(8ff)"	"2.5"	"0.5"	"1"	"+P4"	"F"	"K613.krn"	"+M2"	NA	NA
"55573"	"2T"	"V"	"8gg"	"1"	"0.5"	"2"	"+M2"	"F"	"K613.krn"	"-P5"	NA	NA
"55574"	"2T"	"V"	"4cc)"	"1.5"	"1"	"5"	"-P5"	"F"	"K613.krn"	"+P5"	NA	NA
"55579"	"2T"	"V"	"(8gg)"	"2.5"	"0.5"	"2"	"+P5"	"F"	"K613.krn"	"+M2"	NA	NA
"55580"	"8T"	"I"	"8aaL"	"1"	"0.5"	"3"	"+M2"	"F"	"K613.krn"	"-P4"	NA	NA
"55581"	"8T"	"V7/vi"	"8eeJ"	"1.5"	"0.5"	"7"	"-P4"	"F"	"K613.krn"	"+m2"	NA	NA
"55582"	"8T"	"vi"	"8ffL)"	"2"	"0.5"	"1"	"+m2"	"F"	"K613.krn"	"+P4"	NA	NA
"55583"	"8T"	"ii"	"8bb-'"	"2.5"	"0.5"	"4"	"+P4"	"F"	"K613.krn"	"-m2"	NA	NA
"55584"	"4T"	"C"	"4aa"	"1"	"1"	"3"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55585"	"4T"	"V"	"8gg"	"2"	"0.5"	"2"	"-M2"	"F"	"K613.krn"	"+P4"	NA	NA
"55586"	"4T"	"V"	"8ccc'J"	"2.5"	"0.5"	"5"	"+P4"	"F"	"K613.krn"	"P1"	NA	NA
"55587"	"8T"	"I"	"8ccc'"	"1"	"0.5"	"5"	"P1"	"F"	"K613.krn"	"-M2"	NA	NA
"55588"	"4T"	"viio"	"4bb-"	"1.5"	"1"	"4"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55589"	"8T"	"I"	"8aa"	"2.5"	"0.5"	"3"	"-m2"	"F"	"K613.krn"	"+P4"	NA	NA
"55590"	"8P"	"IV"	"8ddd'"	"1"	"0.5"	"6"	"+P4"	"F"	"K613.krn"	"+M2"	NA	NA
"55591"	"4P"	"V7"	"4eee"	"1.5"	"1"	"7"	"+M2"	"F"	"K613.krn"	"+m2"	NA	NA
"55592"	"8P"	"vi"	"8fff"	"2.5"	"0.5"	"1"	"+m2"	"F"	"K613.krn"	"-P8"	NA	NA
"55593"	"4D"	"C"	"8ffL"	"1"	"0.5"	"1"	"-P8"	"F"	"K613.krn"	"P1"	NA	NA
"55594"	"4D"	"C"	"8ffJ"	"1.5"	"0.5"	"1"	"P1"	"F"	"K613.krn"	"-m2"	NA	NA
"55595"	"4D"	"V7"	"4ee"	"2"	"1"	"7"	"-m2"	"F"	"K613.krn"	"+m2"	NA	NA
"55599"	"4.T"	"I"	"4ff"	"1"	"1"	"1"	"+m2"	"F"	"K613.krn"	"[g]"	NA	NA
"55602"	"8T"	"I"	"8g"	"3.5"	"0.5"	"2"	"[g]"	"F"	"K613.krn"	"-m3"	NA	NA
"55603"	"2D"	"V"	"(16eLL"	"1"	"0.25"	"7"	"-m3"	"F"	"K613.krn"	"+m2"	NA	NA
"55604"	"2D"	"V"	"16f"	"1.25"	"0.25"	"1"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55605"	"2D"	"V"	"16e"	"1.5"	"0.25"	"7"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55606"	"2D"	"V"	"16dJJ"	"1.75"	"0.25"	"6"	"-M2"	"F"	"K613.krn"	"+M2"	NA	NA
"55607"	"2D"	"V"	"16eLL"	"2"	"0.25"	"7"	"+M2"	"F"	"K613.krn"	"+m3"	NA	NA
"55608"	"2D"	"V"	"16g"	"2.25"	"0.25"	"2"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55609"	"2D"	"V"	"16f"	"2.5"	"0.25"	"1"	"-M2"	"F"	"K613.krn"	"+M3"	NA	NA
"55610"	"2D"	"V"	"16aJJ"	"2.75"	"0.25"	"3"	"+M3"	"F"	"K613.krn"	"-M2"	NA	NA
"55611"	"2D"	"V"	"4g)"	"1"	"1"	"2"	"-M2"	"F"	"K613.krn"	"P1"	NA	NA
"55614"	"2D"	"V"	"8g"	"2.5"	"0.5"	"2"	"P1"	"F"	"K613.krn"	"+P4"	NA	NA
"55615"	"2D"	"V"	"(16ccLL"	"1"	"0.25"	"5"	"+P4"	"F"	"K613.krn"	"+M3"	NA	NA
"55616"	"2D"	"V"	"16ee"	"1.25"	"0.25"	"7"	"+M3"	"F"	"K613.krn"	"-M2"	NA	NA
"55617"	"2D"	"V"	"16dd"	"1.5"	"0.25"	"6"	"-M2"	"F"	"K613.krn"	"-M2"	NA	NA
"55618"	"2D"	"V"	"16ccJJ"	"1.75"	"0.25"	"5"	"-M2"	"F"	"K613.krn"	"-m2"	NA	NA
"55619"	"2D"	"V"	"16bLL"	"2"	"0.25"	"4+"	"-m2"	"F"	"K613.krn"	"+m3"	NA	NA
"55620"	"2D"	"V"	"16dd"	"2.25"	"0.25"	"6"	"+m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55621"	"2D"	"V"	"16cc"	"2.5"	"0.25"	"5"	"-M2"	"F"	"K613.krn"	"-m3"	NA	NA
"55622"	"2D"	"V"	"16aJJ"	"2.75"	"0.25"	"3"	"-m3"	"F"	"K613.krn"	"-M2"	NA	NA
"55623"	"2D"	"V"	"4g)"	"1"	"1"	"2"	"-M2"	"F"	"K613.krn"	"+P8"	NA	NA
"55626"	"2D"	"V"	"8gg"	"2.5"	"0.5"	"2"	"+P8"	"F"	"K613.krn"	"-m3"	NA	NA
"55627"	"2D"	"V"	"(16eeLL"	"1"	"0.25"	"7"	"-m3"	"F"	"K613.krn"	"+m2"	NA	NA
"55628"	"2D"	"V"	"16ff"	"1.25"	"0.25"	"1"	"+m2"	"F"	"K613.krn"	"-m2"	NA	NA
"55629"	"2D"	"V"	"16ee"	"1.5"	"0.25"	"7"	"-m2"	"F"	"K613.krn"	"-M2"	NA	NA
"55630"	"2D"	"V"	"16ddJJ"	"1.75"	"0.25"	"6"	"-M2"	"F"	"K613.krn"	"+M2"	NA	NA
